当地时间 北京	T	Po	P	Pa	U
09.04.2020 14:00	12.2	766.9	769.9	-1.0	41
09.04.2020 11:00	10.1	767.9	770.9	0.5	54
09.04.2020 08:00	8.1	767.4	770.4	1.0	75
09.04.2020 05:00	6.4	766.4	769.4	0.7	86
09.04.2020 02:00	9.3	765.7	768.7	0.6	41
08.04.2020 23:00	10.6	765.1	768.1	1.3	35
08.04.2020 20:00	12.9	763.8	766.8	1.7	24
08.04.2020 17:00	15.0	762.1	765.1	-0.7	20
08.04.2020 14:00	14.8	762.8	765.8	-1.4	18
08.04.2020 11:00	12.9	764.2	767.2	0.1	24
08.04.2020 08:00	8.9	764.1	767.1	0.9	38
08.04.2020 05:00	4.7	763.2	766.2	0.1	57
08.04.2020 02:00	7.5	763.1	766.0	0.7	47
07.04.2020 23:00	10.1	762.4	765.4	1.1	36
07.04.2020 20:00	12.9	761.3	764.2	1.2	27
07.04.2020 17:00	17.2	760.1	763.0	-1.4	24
07.04.2020 14:00	18.2	761.5	764.5	-2.1	18
07.04.2020 11:00	15.3	763.6	766.6	0.4	24
07.04.2020 08:00	13.3	763.2	766.1	1.9	39
07.04.2020 05:00	12.9	761.3	764.2	1.2	43
07.04.2020 02:00	13.1	760.1	763.0	0.7	62
06.04.2020 23:00	14.3	759.4	762.3	1.3	59
06.04.2020 20:00	18.2	758.1	761.0	1.6	45
06.04.2020 17:00	22.4	756.5	759.4	-1.4	27
06.04.2020 14:00	22.7	757.9	760.9	-2.7	24
06.04.2020 11:00	17.6	760.6	763.5	-0.9	31
06.04.2020 08:00	11.1	761.5	764.5	0.2	53
06.04.2020 05:00	8.6	761.3	764.2	-0.7	59
06.04.2020 02:00	8.7	762.0	764.9	-0.7	45
05.04.2020 23:00	12.1	762.7	765.7	-0.3	30
05.04.2020 20:00	14.8	763.0	766.0	0.6	20
05.04.2020 17:00	17.4	762.4	765.4	-2.0	15
05.04.2020 14:00	17.5	764.4	767.3	-3.0	18
05.04.2020 11:00	13.7	767.4	770.4	-1.6	18
05.04.2020 08:00	7.5	769.0	772.0	0.3	42
05.04.2020 05:00	4.8	768.7	771.7	-0.3	64
05.04.2020 02:00	7.4	769.0	772.0	0.2	46
04.04.2020 23:00	9.6	768.8	771.8	0.8	35
04.04.2020 20:00	13.0	768.0	771.0	1.1	28
04.04.2020 17:00	16.7	766.9	769.9	-1.6	24
04.04.2020 14:00	16.7	768.5	771.4	-1.8	25
04.04.2020 11:00	14.9	770.3	773.3	0.9	28
04.04.2020 08:00	12.5	769.4	772.3	2.8	39
04.04.2020 05:00	14.0	766.6	769.5	2.1	15
04.04.2020 02:00	17.0	764.5	767.3	2.1	16
03.04.2020 23:00	13.5	762.4	765.3	2.0	32
03.04.2020 20:00	19.9	760.4	763.3	1.5	17
03.04.2020 17:00	25.1	758.9	761.8	-2.0	9
03.04.2020 14:00	23.8	760.9	763.8	-2.7	9
03.04.2020 11:00	21.1	763.6	766.5	-0.3	11
03.04.2020 08:00	15.0	763.9	766.9	0.6	16
03.04.2020 05:00	4.3	763.3	766.2	0.0	66
03.04.2020 02:00	6.0	763.3	766.2	0.1	57
02.04.2020 23:00	12.2	763.2	766.1	0.6	35
02.04.2020 20:00	15.1	762.6	765.5	0.9	24
02.04.2020 17:00	20.1	761.7	764.6	-1.5	10
02.04.2020 14:00	19.5	763.2	766.1	-2.1	7
02.04.2020 11:00	16.5	765.3	768.2	-0.5	8
02.04.2020 08:00	10.3	765.8	768.8	0.7	30
02.04.2020 05:00	2.3	765.1	768.1	0.5	78
02.04.2020 02:00	4.7	764.6	767.6	-0.4	68
01.04.2020 23:00	9.2	765.0	768.0	0.4	53
01.04.2020 20:00	12.1	764.6	767.6	0.7	42
01.04.2020 17:00	15.4	763.9	766.8	-1.6	10
01.04.2020 14:00	15.2	765.5	768.4	-2.6	10
01.04.2020 11:00	13.0	768.1	771.1	-0.3	10
01.04.2020 08:00	10.5	768.4	771.4	1.6	13
01.04.2020 05:00	10.5	766.8	769.7	0.6	15
01.04.2020 02:00	12.0	766.2	769.1	1.3	15
31.03.2020 23:00	13.2	764.9	767.8	3.2	48
31.03.2020 20:00	14.0	761.7	764.6	3.1	56
31.03.2020 17:00	18.1	758.6	761.5	0.7	43
31.03.2020 14:00	18.0	757.9	760.8	-1.4	41
31.03.2020 11:00	14.4	759.3	762.2	0.2	52
31.03.2020 08:00	10.1	759.1	762.0	0.8	68
31.03.2020 05:00	9.4	758.3	761.2	-0.2	67
31.03.2020 02:00	10.7	758.5	761.5	-0.4	57
30.03.2020 23:00	12.2	758.9	761.8	0.1	51
30.03.2020 20:00	14.5	758.8	761.8	0.9	48
30.03.2020 17:00	16.8	757.9	760.9	-0.9	35
30.03.2020 14:00	17.3	758.8	761.8	-2.1	35
30.03.2020 11:00	12.9	760.9	763.8	0.1	47
30.03.2020 08:00	8.2	760.8	763.8	0.8	60
30.03.2020 05:00	6.8	760.0	762.9	0.0	60
30.03.2020 02:00	9.6	760.0	763.0	0.0	52
29.03.2020 23:00	11.2	760.0	762.9	0.8	40
29.03.2020 20:00	12.9	759.2	762.2	0.8	35
29.03.2020 17:00	16.3	758.4	761.4	-2.0	24
29.03.2020 14:00	15.8	760.4	763.3	-2.3	23
29.03.2020 11:00	12.5	762.7	765.7	-0.5	27
29.03.2020 08:00	6.8	763.2	766.2	0.8	41
29.03.2020 05:00	3.0	762.4	765.4	-1.2	54
29.03.2020 02:00	6.4	763.6	766.6	-0.3	40
28.03.2020 23:00	7.9	763.9	766.9	0.4	31
28.03.2020 20:00	10.4	763.5	766.5	0.4	22
28.03.2020 17:00	13.4	763.1	766.1	-2.2	15
28.03.2020 14:00	13.5	765.3	768.3	-3.4	14
28.03.2020 11:00	10.7	768.7	771.7	-1.0	13
28.03.2020 08:00	6.3	769.7	772.7	0.5	24
28.03.2020 05:00	1.0	769.2	772.2	0.3	33
28.03.2020 02:00	0.9	768.9	771.9	0.2	36
27.03.2020 23:00	6.7	768.7	771.7	0.8	17
27.03.2020 20:00	9.9	767.9	770.9	2.5	15
27.03.2020 17:00	13.2	765.4	768.4	-1.4	10
27.03.2020 14:00	12.8	766.8	769.8	-2.2	10
27.03.2020 11:00	10.5	769.0	772.0	-0.1	11
27.03.2020 08:00	6.9	769.1	772.1	0.4	18
27.03.2020 05:00	4.3	768.7	771.7	0.3	24
27.03.2020 02:00	6.7	768.4	771.4	0.2	16
26.03.2020 23:00	7.3	768.2	771.2	0.7	22
26.03.2020 20:00	8.5	767.5	770.5	2.4	17
26.03.2020 17:00	10.2	765.1	768.1		14
26.03.2020 14:00	11.1	764.4	767.3	0.3	17
26.03.2020 11:00	8.0	764.1	767.1		55
26.03.2020 08:00	5.4	763.0	765.9	3.0	82
26.03.2020 05:00	8.3	760.0	762.9		65
26.03.2020 02:00	13.4	757.3	760.1	2.4	51
25.03.2020 23:00	16.1	754.9	757.7		42
25.03.2020 20:00	19.3	753.7	756.5		39
25.03.2020 17:00	21.1	753.1	756.0		36
25.03.2020 14:00	20.7	753.9	756.7	-1.7	37
25.03.2020 11:00	16.8	755.6	758.5		47
25.03.2020 08:00	12.1	755.8	758.7	0.4	64
25.03.2020 05:00	11.1	755.4	758.3		65
25.03.2020 02:00	11.7	755.9	758.8	-0.7	65
24.03.2020 23:00	12.6	756.6	759.5		55
24.03.2020 20:00	13.7	756.7	759.7	0.3	50
24.03.2020 17:00	18.4	756.4	759.3		36
24.03.2020 14:00	17.4	757.9	760.8		30
24.03.2020 11:00	13.6	760.5	763.4		26
24.03.2020 08:00	10.1	761.5	764.5	0.2	32
24.03.2020 05:00	7.0	761.3	764.2		39
24.03.2020 02:00	8.4	762.3	765.2	-0.5	31
23.03.2020 23:00	9.5	762.8	765.7		28
23.03.2020 20:00	11.7	761.8	764.7	1.8	30
23.03.2020 17:00	19.1	760.0	763.0		20
23.03.2020 14:00	22.0	760.7	763.6	-2.0	21
23.03.2020 11:00	20.9	762.7	765.7		15
23.03.2020 08:00	13.1	762.4	765.3		36
23.03.2020 05:00	5.4	761.2	764.2		68
23.03.2020 02:00	7.4	760.7	763.6	0.7	58
22.03.2020 23:00	11.7	760.0	763.0		41
22.03.2020 20:00	16.8	758.7	761.6	1.3	27
22.03.2020 17:00	20.6	757.4	760.3		20
22.03.2020 14:00	20.6	759.1	762.0	-3.0	18
22.03.2020 11:00	16.1	762.1	765.0		23
22.03.2020 08:00	9.1	762.9	765.9	1.1	37
22.03.2020 05:00	3.2	761.8	764.8		55
22.03.2020 02:00	6.8	761.9	764.8	0.6	39
21.03.2020 23:00	9.1	761.3	764.2		34
21.03.2020 20:00	13.1	759.4	762.4		24
21.03.2020 17:00	16.3	757.2	760.1		20
21.03.2020 14:00	16.9	756.6	759.5	-1.3	19
21.03.2020 11:00	14.8	757.9	760.9		20
21.03.2020 08:00	11.6	757.3	760.3	2.8	28
21.03.2020 05:00	12.7	754.5	757.3		29
21.03.2020 02:00	15.6	753.5	756.4	0.3	23
20.03.2020 23:00	12.2	753.2	756.1		39
20.03.2020 20:00	17.1	751.1	754.0	2.2	25
20.03.2020 17:00	23.1	748.9	751.8		13
20.03.2020 14:00	20.9	749.4	752.2	-1.9	17
20.03.2020 11:00	14.4	751.3	754.2		26
20.03.2020 08:00	8.0	751.6	754.6	0.2	42
20.03.2020 05:00	7.0	751.4	754.3		44
20.03.2020 02:00	11.3	752.8	755.8	-2.1	30
19.03.2020 23:00	12.0	754.9	757.9		21
19.03.2020 20:00	12.7	755.9	758.8		19
19.03.2020 17:00	16.6	755.5	758.5		9
19.03.2020 14:00	16.0	757.1	760.0		6
19.03.2020 11:00	12.7	759.1	762.1		9
19.03.2020 08:00	9.8	759.0	761.9	1.7	15
19.03.2020 05:00	9.1	757.3	760.3		15
19.03.2020 02:00	10.6	757.1	760.0	0.6	15
18.03.2020 23:00	10.4	756.5	759.4		19
18.03.2020 20:00	12.5	753.9	756.8	7.1	21
18.03.2020 17:00	21.8	746.8	749.6		10
18.03.2020 14:00	23.0	745.7	748.6	-2.9	15
18.03.2020 11:00	16.3	748.6	751.5		30
18.03.2020 08:00	10.1	750.6	753.5	-0.4	47
18.03.2020 05:00	5.2	751.0	753.9		61
18.03.2020 02:00	12.2	752.3	755.2	-1.2	35
17.03.2020 23:00	14.7	753.5	756.4		26
17.03.2020 20:00	16.9	754.6	757.6	-0.3	20
17.03.2020 17:00	22.1	754.9	757.8		13
17.03.2020 14:00	21.3	756.7	759.6	-2.5	14
17.03.2020 11:00	17.2	759.2	762.1		26
17.03.2020 08:00	7.2	759.6	762.6	0.7	56
17.03.2020 05:00	1.4	758.9	761.9		76
17.03.2020 02:00	3.4	759.4	762.4	0.2	68
16.03.2020 23:00	5.1	759.2	762.2		62
16.03.2020 20:00	8.5	758.8	761.8	1.1	48
16.03.2020 17:00	12.5	757.7	760.7		33
16.03.2020 14:00	10.3	759.7	762.7	-3.5	33
16.03.2020 11:00	6.0	763.2	766.2		44
16.03.2020 08:00	1.8	765.2	768.2		55
16.03.2020 05:00	0.7	765.7	768.7		58
16.03.2020 02:00	1.9	766.9	769.9		61
15.03.2020 23:00	3.5	766.5	769.5		58
15.03.2020 20:00	11.3	763.0	766.0	2.8	35
15.03.2020 17:00	17.4	760.2	763.1		18
15.03.2020 14:00	17.6	760.3	763.3	-1.4	18
15.03.2020 11:00	15.9	761.7	764.6		20
15.03.2020 08:00	11.4	760.7	763.6	2.6	24
15.03.2020 05:00	4.0	758.1	761.0		43
15.03.2020 02:00	10.7	758.3	761.2	-0.3	21
14.03.2020 23:00	13.2	758.6	761.5		16
14.03.2020 20:00	14.4	758.8	761.7	1.1	13
14.03.2020 17:00	15.8	757.7	760.7		11
14.03.2020 14:00	15.1	759.0	762.0		11
14.03.2020 08:00	6.4	761.5	764.5	0.0	31
14.03.2020 05:00	1.3	761.5	764.5		44
14.03.2020 02:00	1.6	762.9	765.9	-0.7	52
13.03.2020 23:00	5.8	763.6	766.6		38
13.03.2020 20:00	8.7	764.2	767.2	-0.3	32
13.03.2020 17:00	11.3	764.5	767.5		17
13.03.2020 14:00	10.9	766.3	769.3		18
13.03.2020 11:00	8.9	769.7	772.7		11
13.03.2020 08:00	3.7	771.1	774.2	0.9	19
13.03.2020 05:00	2.6	770.2	773.2		21
13.03.2020 02:00	2.8	770.1	773.1	1.2	26
12.03.2020 23:00	6.8	768.9	771.9		35
12.03.2020 20:00	10.2	765.9	768.9	3.5	16
12.03.2020 17:00	13.7	762.4	765.4		17
12.03.2020 14:00	14.2	760.9	763.9	0.2	19
12.03.2020 11:00	12.7	760.7	763.7		21
12.03.2020 08:00	9.5	759.0	762.0	2.8	30
12.03.2020 05:00	4.6	756.2	759.1		52
12.03.2020 02:00	4.6	755.1	758.0	-0.1	53
11.03.2020 23:00	4.8	755.2	758.2		57
11.03.2020 20:00	8.7	755.3	758.3	1.0	41
11.03.2020 17:00	16.2	754.3	757.3		17
11.03.2020 14:00	14.8	755.8	758.8	-2.9	20
11.03.2020 11:00	9.1	758.7	761.7		29
11.03.2020 08:00	2.5	759.7	762.7	0.3	47
11.03.2020 05:00	-1.5	759.4	762.4		61
11.03.2020 02:00	-0.9	760.8	763.8	-0.5	59
10.03.2020 23:00	2.2	761.3	764.3		39
10.03.2020 20:00	7.5	760.7	763.7		21
10.03.2020 17:00	10.9	760.0	763.0		10
10.03.2020 14:00	10.1	761.2	764.2		11
10.03.2020 11:00	8.7	762.4	765.4		13
10.03.2020 08:00	6.7	761.6	764.6	0.4	23
10.03.2020 05:00	-0.8	761.2	764.2		86
10.03.2020 02:00	0.9	762.5	765.5		91
09.03.2020 20:00	7.6	762.3	765.3	2.0	68
09.03.2020 17:00	10.3	760.3	763.3		58
09.03.2020 14:00	10.9	761.0	764.0	-1.6	57
09.03.2020 11:00	8.0	762.6	765.6		75
09.03.2020 08:00	6.9	761.2	764.2	1.9	84
09.03.2020 05:00	5.4	759.3	762.3		92
09.03.2020 02:00	5.4	759.7	762.7	-0.2	94
08.03.2020 23:00	5.5	759.9	762.9		93
08.03.2020 20:00	5.6	759.2	762.2	1.2	91
08.03.2020 17:00	6.0	758.0	761.0		83
08.03.2020 14:00	5.7	758.3	761.3	-1.9	82
08.03.2020 11:00	4.3	760.2	763.2		91
08.03.2020 08:00	3.8	760.0	763.0	0.6	94
08.03.2020 05:00	3.6	759.4	762.4		94
08.03.2020 02:00	4.3	759.8	762.8	0.2	88
07.03.2020 23:00	6.8	759.6	762.6		74
07.03.2020 20:00	10.5	759.1	762.1	1.2	52
07.03.2020 17:00	14.9	757.9	760.9		19
07.03.2020 14:00	14.6	759.2	762.2	-1.5	22
07.03.2020 11:00	11.1	760.7	763.7		34
07.03.2020 08:00	4.9	760.5	763.5	1.5	75
07.03.2020 05:00	1.6	759.0	762.0		91
07.03.2020 02:00	3.4	758.6	761.6	0.4	89
06.03.2020 23:00	6.2	758.2	761.2		75
06.03.2020 20:00	7.5	758.2	761.2	1.8	72
06.03.2020 17:00	10.1	756.4	759.4		51
06.03.2020 14:00	10.1	756.7	759.7	-1.6	48
06.03.2020 11:00	6.5	758.3	761.3		51
06.03.2020 08:00	1.7	759.1	762.2	0.4	61
06.03.2020 05:00	-0.4	758.7	761.7		72
06.03.2020 02:00	1.2	760.0	763.0	-0.6	63
05.03.2020 23:00	3.7	760.6	763.6		50
05.03.2020 20:00	4.5	761.0	764.1	-0.1	44
05.03.2020 17:00	8.9	761.1	764.2		27
05.03.2020 14:00	8.5	763.0	766.0	-3.1	23
05.03.2020 11:00	5.9	766.1	769.2		24
05.03.2020 08:00	-1.4	767.4	770.5	-0.1	43
05.03.2020 05:00	-1.7	767.5	770.6		40
05.03.2020 02:00	-0.5	768.7	771.7	-1.2	35
04.03.2020 23:00	0.9	769.9	772.9		32
04.03.2020 20:00	3.5	769.6	772.7	0.6	25
04.03.2020 17:00	7.0	769.0	772.0		16
04.03.2020 14:00	6.0	770.2	773.2	-2.4	16
04.03.2020 11:00	2.9	772.6	775.6		21
04.03.2020 08:00	-0.3	772.5	775.6		29
04.03.2020 05:00	-2.3	771.2	774.3		35
04.03.2020 02:00	-1.2	770.3	773.4	0.0	33
03.03.2020 23:00	1.1	770.3	773.4		24
03.03.2020 20:00	3.2	768.8	771.9	2.3	18
03.03.2020 17:00	6.6	766.5	769.6		11
03.03.2020 14:00	7.4	765.7	768.7	-1.1	19
03.03.2020 11:00	5.3	766.8	769.9		26
03.03.2020 08:00	2.9	765.7	768.8	1.8	31
03.03.2020 05:00	2.9	763.9	766.9		43
03.03.2020 02:00	0.9	764.2	767.3	0.3	91
02.03.2020 23:00	0.9	763.9	767.0		91
02.03.2020 20:00	4.2	763.7	766.8	1.7	67
02.03.2020 17:00	9.2	762.0	765.1		28
02.03.2020 14:00	8.3	763.9	767.0	-3.3	26
02.03.2020 11:00	6.8	767.2	770.3		27
02.03.2020 08:00	-0.6	768.4	771.5	0.2	60
02.03.2020 05:00	-3.5	768.2	771.3		71
02.03.2020 02:00	-2.4	768.5	771.6	0.7	67
01.03.2020 23:00	-0.5	767.8	770.9		56
01.03.2020 20:00	3.5	767.1	770.2	1.8	34
01.03.2020 17:00	9.2	765.3	768.4		15
01.03.2020 14:00	10.2	764.9	767.9	-1.0	17
01.03.2020 11:00	8.4	765.9	768.9		27
01.03.2020 08:00	1.9	765.8	768.9	1.1	96
01.03.2020 05:00	1.6	764.7	767.8		95
01.03.2020 02:00	2.8	764.5	767.6	0.3	95
29.02.2020 23:00	3.1	764.2	767.2		95
29.02.2020 20:00	3.2	763.0	766.0	1.5	95
29.02.2020 17:00	3.2	761.5	764.6		95
29.02.2020 14:00	3.0	761.1	764.2	-0.8	94
29.02.2020 11:00	2.7	761.9	765.0		95
29.02.2020 08:00	2.1	761.2	764.3	0.7	94
29.02.2020 05:00	2.9	760.5	763.5		80
29.02.2020 02:00	1.2	760.9	763.9	-0.5	88
28.02.2020 23:00	2.4	761.4	764.5		81
28.02.2020 20:00	4.6	760.4	763.5	0.4	61
28.02.2020 17:00	7.6	760.0	763.0		47
28.02.2020 14:00	7.4	760.5	763.5	-2.0	45
28.02.2020 11:00	4.8	762.5	765.6		47
28.02.2020 08:00	-1.1	762.4	765.4	-0.3	72
28.02.2020 05:00	-2.1	762.7	765.8		69
28.02.2020 02:00	1.0	764.1	767.2	-2.0	53
27.02.2020 23:00	2.5	766.1	769.2		48
27.02.2020 20:00	3.3	766.7	769.8	-1.3	41
27.02.2020 17:00	4.4	768.0	771.1		35
27.02.2020 14:00	4.8	769.4	772.5	-2.4	33
27.02.2020 11:00	3.8	771.8	774.9		36
27.02.2020 08:00	2.1	772.4	775.5	0.4	37
27.02.2020 05:00	1.4	772.0	775.1		54
27.02.2020 02:00	1.9	772.5	775.6	-0.4	51
26.02.2020 23:00	3.3	772.9	775.9		49
26.02.2020 20:00	5.5	771.7	774.8	0.9	44
26.02.2020 17:00	7.4	770.8	773.9		35
26.02.2020 14:00	7.5	771.1	774.1	-1.4	33
26.02.2020 11:00	6.0	772.5	775.6		36
26.02.2020 08:00	2.6	771.7	774.8	1.8	50
26.02.2020 05:00	3.0	769.9	772.9		46
26.02.2020 02:00	3.6	768.9	772.0	0.8	46
25.02.2020 23:00	3.9	768.1	771.2		50
25.02.2020 20:00	7.2	766.3	769.3	2.1	36
25.02.2020 17:00	8.6	764.2	767.2		34
25.02.2020 14:00	9.1	764.3	767.3	-0.8	33
25.02.2020 11:00	6.8	765.1	768.1		45
25.02.2020 08:00	5.0	764.0	767.0	1.1	47
25.02.2020 05:00	4.7	762.9	765.9		48
25.02.2020 02:00	4.8	763.1	766.1	0.1	43
24.02.2020 23:00	5.5	763.0	766.0		36
24.02.2020 20:00	6.4	762.5	765.6	1.3	38
24.02.2020 17:00	8.7	761.2	764.2		41
24.02.2020 14:00	8.8	760.9	763.9	-1.0	47
24.02.2020 11:00	8.3	761.9	764.9		37
24.02.2020 08:00	2.5	761.5	764.5	0.6	53
24.02.2020 05:00	0.7	760.9	763.9		63
24.02.2020 02:00	0.0	761.8	764.8	0.4	71
23.02.2020 23:00	1.0	761.4	764.5		67
23.02.2020 20:00	3.6	761.3	764.4	1.1	55
23.02.2020 17:00	9.7	760.2	763.2		30
23.02.2020 14:00	8.7	760.7	763.7	-2.5	29
23.02.2020 11:00	5.8	763.2	766.3		32
23.02.2020 08:00	-1.5	765.0	768.1	-0.6	55
23.02.2020 05:00	-1.8	765.6	768.7		51
23.02.2020 02:00	1.5	767.2	770.3	-1.3	32
22.02.2020 23:00	2.4	768.5	771.6		29
22.02.2020 20:00	4.3	768.9	772.0	0.4	28
22.02.2020 17:00	8.7	768.5	771.6		17
22.02.2020 14:00	9.0	769.3	772.3	-1.7	16
22.02.2020 11:00	6.8	771.0	774.1		16
22.02.2020 08:00	3.3	771.0	774.1	1.4	23
22.02.2020 05:00	2.7	769.6	772.7		27
22.02.2020 02:00	2.9	769.6	772.7	0.1	27
21.02.2020 23:00	4.1	769.5	772.6		23
21.02.2020 20:00	6.4	767.5	770.5	1.5	22
21.02.2020 17:00	8.4	766.0	769.0		21
21.02.2020 14:00	8.3	765.3	768.4	-2.2	48
21.02.2020 11:00	4.7	767.5	770.6		66
21.02.2020 08:00	-0.4	768.2	771.3	0.1	93
21.02.2020 05:00	-1.4	768.1	771.2		91
21.02.2020 02:00	0.4	768.9	772.0	-0.6	86
20.02.2020 23:00	1.1	769.5	772.6		83
20.02.2020 20:00	1.6	769.3	772.4		80
20.02.2020 17:00	2.5	769.0	772.0		75
20.02.2020 14:00	4.3	769.3	772.4	-1.9	65
20.02.2020 11:00	3.5	771.2	774.3		64
20.02.2020 08:00	1.5	771.1	774.2	1.1	76
20.02.2020 05:00	-1.3	770.0	773.1		88
20.02.2020 02:00	1.0	770.1	773.2	0.7	80
19.02.2020 23:00	1.6	769.4	772.5		81
19.02.2020 20:00	3.4	768.2	771.3	2.2	74
19.02.2020 17:00	7.0	766.0	769.0		48
19.02.2020 14:00	7.6	765.7	768.7	-1.6	43
19.02.2020 11:00	5.6	767.3	770.4		42
19.02.2020 08:00	-1.1	766.6	769.7	1.2	76
19.02.2020 05:00	-1.6	765.4	768.5		76
19.02.2020 02:00	-2.9	765.6	768.7	0.1	83
18.02.2020 23:00	-1.1	765.5	768.6		76
18.02.2020 20:00	1.8	765.0	768.1	0.4	61
18.02.2020 17:00	8.4	764.6	767.7		32
18.02.2020 14:00	9.7	764.8	767.8	-2.8	29
18.02.2020 11:00	7.0	767.6	770.7		32
18.02.2020 08:00	-1.7	768.3	771.4	0.8	73
18.02.2020 05:00	-3.1	767.5	770.6		74
18.02.2020 02:00	-2.8	768.1	771.2	-0.1	74
17.02.2020 23:00	-2.2	768.2	771.3		69
17.02.2020 20:00	1.5	767.9	771.0	0.2	52
17.02.2020 17:00	6.1	767.7	770.8		34
17.02.2020 14:00	5.0	768.1	771.2	-1.5	30
17.02.2020 11:00	4.1	769.6	772.7		24
17.02.2020 08:00	-1.3	770.2	773.4	0.2	35
17.02.2020 05:00	-2.3	770.0	773.2		37
17.02.2020 02:00	-1.6	770.6	773.7	0.1	31
16.02.2020 23:00	-1.2	770.5	773.7		31
16.02.2020 20:00	0.2	769.9	773.0	1.9	29
16.02.2020 17:00	2.8	768.0	771.1		23
16.02.2020 14:00	3.2	767.6	770.7	-1.4	27
16.02.2020 11:00	0.8	769.0	772.1		28
16.02.2020 08:00	-1.8	768.9	772.0	0.4	32
16.02.2020 05:00	-3.4	768.5	771.7		33
16.02.2020 02:00	-3.4	769.3	772.4	-0.9	27
15.02.2020 23:00	-3.5	770.2	773.4		31
15.02.2020 20:00	-3.0	770.2	773.3	1.0	29
15.02.2020 17:00	-0.6	769.2	772.3		28
15.02.2020 14:00	-0.8	769.6	772.8	-2.2	28
15.02.2020 11:00	-3.0	771.8	775.0		31
15.02.2020 08:00	-4.8	772.0	775.2	0.6	33
15.02.2020 05:00	-4.1	771.4	774.6		35
15.02.2020 02:00	-2.7	772.3	775.4	0.3	36
14.02.2020 23:00	-1.3	772.0	775.1		67
14.02.2020 20:00	-0.5	770.2	773.3	2.7	67
14.02.2020 17:00	-0.4	767.5	770.6		74
14.02.2020 14:00	-0.3	766.0	769.0	0.8	91
14.02.2020 11:00	0.1	765.2	768.3		95
14.02.2020 08:00	0.4	763.7	766.8	2.6	94
14.02.2020 05:00	4.2	761.1	764.1		86
14.02.2020 02:00	6.6	758.8	761.8	0.0	79
13.02.2020 23:00	6.8	758.8	761.8		90
13.02.2020 20:00	6.4	757.9	760.9	1.6	91
13.02.2020 17:00	5.9	756.3	759.3		92
13.02.2020 14:00	6.9	755.8	758.8	-1.1	84
13.02.2020 11:00	6.6	756.9	759.9		68
13.02.2020 08:00	3.1	756.8	759.8	1.0	93
13.02.2020 05:00	0.1	755.8	758.8		93
13.02.2020 02:00	-0.8	756.5	759.5	-0.3	91
12.02.2020 23:00	0.5	756.8	759.8		87
12.02.2020 20:00	3.8	757.0	760.0	0.9	77
12.02.2020 17:00	11.0	756.1	759.1		49
12.02.2020 14:00	10.7	756.8	759.8	-2.4	49
12.02.2020 11:00	7.0	759.2	762.2		61
12.02.2020 08:00	-0.2	759.4	762.4	0.4	89
12.02.2020 05:00	-1.6	759.0	762.0		92
12.02.2020 02:00	-1.2	760.0	763.0	-0.4	90
11.02.2020 23:00	0.0	760.4	763.5		89
11.02.2020 20:00	2.9	760.3	763.3	0.6	75
11.02.2020 17:00	9.8	759.7	762.7		49
11.02.2020 14:00	9.4	760.3	763.3	-2.1	50
11.02.2020 11:00	4.9	762.4	765.5		64
11.02.2020 08:00	-1.8	762.3	765.4	0.8	87
11.02.2020 05:00	-2.4	761.5	764.5		86
11.02.2020 02:00	-2.2	761.8	764.8	0.1	87
10.02.2020 23:00	-0.9	761.7	764.8		82
10.02.2020 20:00	1.7	761.1	764.2	1.2	69
10.02.2020 17:00	11.3	759.9	762.9		34
10.02.2020 14:00	11.2	760.2	763.2	-2.2	34
10.02.2020 11:00	6.1	762.4	765.4		46
10.02.2020 08:00	-4.2	762.1	765.1	0.5	90
10.02.2020 05:00	-3.6	761.6	764.7		89
10.02.2020 02:00	-3.4	762.4	765.5	-0.8	88
09.02.2020 23:00	-2.1	763.2	766.3		85
09.02.2020 20:00	-0.1	762.8	766.0	0.2	76
09.02.2020 17:00	6.0	762.6	765.7		51
09.02.2020 14:00	5.8	763.6	766.6	-2.4	48
09.02.2020 11:00	1.6	766.0	769.0		57
09.02.2020 08:00	-5.1	766.6	769.7	-0.4	82
09.02.2020 05:00	-5.2	767.0	770.1		78
09.02.2020 02:00	-3.7	768.7	771.7	-1.4	76
08.02.2020 23:00	-2.6	770.1	773.2		72
08.02.2020 20:00	0.9	770.2	773.3	0.1	51
08.02.2020 17:00	5.4	770.1	773.2		35
08.02.2020 14:00	6.9	770.4	773.5	-1.7	29
08.02.2020 11:00	3.8	772.1	775.3		30
08.02.2020 08:00	-6.3	771.5	774.7	0.6	87
08.02.2020 05:00	-8.8	770.9	774.1		88
08.02.2020 02:00	-7.6	771.1	774.2	0.4	89
07.02.2020 23:00	-5.9	770.7	773.8		89
07.02.2020 20:00	-4.0	770.1	773.2	1.5	83
07.02.2020 17:00	0.9	768.6	771.7		59
07.02.2020 14:00	1.4	768.9	772.0	-2.0	56
07.02.2020 11:00	-3.2	770.9	774.1		66
07.02.2020 08:00	-6.6	770.8	774.0	0.3	82
07.02.2020 05:00	-5.6	770.5	773.7		78
07.02.2020 02:00	-4.9	770.8	774.0	-0.5	81
06.02.2020 23:00	-4.7	771.3	774.5		81
06.02.2020 20:00	-5.2	771.5	774.7	0.3	82
06.02.2020 17:00	-4.2	771.2	774.4		75
06.02.2020 14:00	-4.4	772.2	775.4	-2.5	80
06.02.2020 11:00	-6.6	774.7	777.9		80
